Step Count,Time Now,Velocity Sum Value X,Velocity Sum Value Y,Potential Energy Sum,Potential Energy Sum Squared,Kinetic Energy Sum,Kinetic Energy Sum Squared,Pressure Sum,Pressure Sum Squared
   72,  0.3600,  0.0000,  0.0000,  1.0035,  1.0071,  0.8784,  0.7715, -0.4867,  0.2368
   73,  0.3650,  0.0000,  0.0000,  1.0035,  1.0071,  0.8766,  0.7685, -0.4948,  0.2448
   74,  0.3700,  0.0000,  0.0000,  1.0035,  1.0071,  0.8745,  0.7648, -0.5054,  0.2554
   75,  0.3750, -0.0000,  0.0000,  0.0401,  0.1966,  0.0349,  0.1709, -0.0207,  0.1015
   76,  0.3800,  0.0000,  0.0000,  1.0035,  1.0071,  0.8690,  0.7552, -0.5319,  0.2829
   77,  0.3850,  0.0000,  0.0000,  1.0035,  1.0071,  0.8656,  0.7492, -0.5490,  0.3014
   78,  0.3900,  0.0000,  0.0000,  1.0035,  1.0071,  0.8618,  0.7426, -0.5679,  0.3225
   79,  0.3950, -0.0000,  0.0000,  1.0035,  1.0071,  0.8578,  0.7358, -0.5875,  0.3452
   80,  0.4000,  0.0000,  0.0000,  1.0036,  1.0071,  0.8540,  0.7292, -0.6066,  0.3680
   81,  0.4050,  0.0000,  0.0000,  1.0036,  1.0072,  0.8506,  0.7236, -0.6237,  0.3890
   82,  0.4100,  0.0000,  0.0000,  1.0036,  1.0072,  0.8482,  0.7194, -0.6357,  0.4041
   83,  0.4150,  0.0000,  0.0000,  1.0036,  1.0072,  0.8469,  0.7172, -0.6424,  0.4127
   84,  0.4200, -0.0000,  0.0000,  1.0036,  1.0072,  0.8468,  0.7171, -0.6430,  0.4135
   85,  0.4250, -0.0000,  0.0000,  1.0036,  1.0072,  0.8481,  0.7193, -0.6367,  0.4054
   86,  0.4300,  0.0000,  0.0000,  1.0036,  1.0071,  0.8505,  0.7233, -0.6247,  0.3903
   87,  0.4350,  0.0000,  0.0000,  1.0035,  1.0071,  0.8538,  0.7289, -0.6087,  0.3706
   88,  0.4400,  0.0000,  0.0000,  1.0035,  1.0070,  0.8575,  0.7354, -0.5896,  0.3476
   89,  0.4450, -0.0000,  0.0000,  1.0035,  1.0070,  0.8614,  0.7420, -0.5699,  0.3248
   90,  0.4500,  0.0000,  0.0000,  1.0035,  1.0070,  0.8651,  0.7483, -0.5498,  0.3023
   91,  0.4550, -0.0000,  0.0000,  1.0035,  1.0070,  0.8683,  0.7539, -0.5301,  0.2810
   92,  0.4600, -0.0000,  0.0000,  1.0035,  1.0070,  0.8709,  0.7585, -0.5124,  0.2626
   93,  0.4650, -0.0000,  0.0000,  1.0035,  1.0070,  0.8730,  0.7622, -0.4979,  0.2479
   94,  0.4700, -0.0000,  0.0000,  1.0035,  1.0070,  0.8746,  0.7649, -0.4853,  0.2355
   95,  0.4750, -0.0000,  0.0000,  1.0035,  1.0070,  0.8757,  0.7669, -0.4748,  0.2254
   96,  0.4800,  0.0000,  0.0000,  1.0035,  1.0070,  0.8764,  0.7681, -0.4676,  0.2186
   97,  0.4850,  0.0000,  0.0000,  1.0035,  1.0070,  0.8768,  0.7688, -0.4618,  0.2132
   98,  0.4900,  0.0000,  0.0000,  1.0035,  1.0070,  0.8768,  0.7688, -0.4581,  0.2099
   99,  0.4950,  0.0000,  0.0000,  1.0035,  1.0070,  0.8765,  0.7682, -0.4584,  0.2101
  100,  0.5000, -0.0000,  0.0000,  0.0401,  0.1966,  0.0350,  0.1716, -0.0185,  0.0906
  101,  0.5050,  0.0000,  0.0000,  1.0035,  1.0071,  0.8747,  0.7652, -0.4675,  0.2186
  102,  0.5100, -0.0000,  0.0000,  1.0035,  1.0071,  0.8736,  0.7632, -0.4739,  0.2246
  103,  0.5150,  0.0000,  0.0000,  1.0036,  1.0071,  0.8725,  0.7613, -0.4804,  0.2308
  104,  0.5200, -0.0000,  0.0000,  1.0036,  1.0071,  0.8716,  0.7598, -0.4871,  0.2373
  105,  0.5250,  0.0000,  0.0000,  1.0036,  1.0071,  0.8711,  0.7587, -0.4938,  0.2439
  106,  0.5300, -0.0000,  0.0000,  1.0035,  1.0071,  0.8708,  0.7582, -0.4994,  0.2494
  107,  0.5350, -0.0000,  0.0000,  1.0035,  1.0071,  0.8707,  0.7580, -0.5037,  0.2537
  108,  0.5400,  0.0000,  0.0000,  1.0035,  1.0071,  0.8706,  0.7580, -0.5074,  0.2575
  109,  0.5450,  0.0000,  0.0000,  1.0035,  1.0070,  0.8704,  0.7576, -0.5116,  0.2618
  110,  0.5500,  0.0000,  0.0000,  1.0035,  1.0070,  0.8699,  0.7568, -0.5167,  0.2670
