Velocity distribution attitude
  0.0031,  0.0083,  0.0133,  0.0211,  0.0238,  0.0273,  0.0317,  0.0378,  0.0398,  0.0408,  0.0452,  0.0430,  0.0423,  0.0452,  0.0489,  0.0452,  0.0442,  0.0436,  0.0394,  0.0367,  0.0356,  0.0312,  0.0283,  0.0278,  0.0258,  0.0222,  0.0177,  0.0159,  0.0142,  0.0144,  0.0111,  0.0097,  0.0125,  0.0108,  0.0075,  0.0069,  0.0055,  0.0028,  0.0041,  0.0033,  0.0027,  0.0023,  0.0020,  0.0008,  0.0011,  0.0014,  0.0006,  0.0005,  0.0002,  0.0006,
---
 18.0000, 36.0000, 64.0000,104.0000,111.0000,126.0000,145.0000,190.0000,196.0000,188.0000,220.0000,211.0000,210.0000,214.0000,239.0000,225.0000,217.0000,210.0000,185.0000,177.0000,162.0000,148.0000,126.0000,135.0000,131.0000,100.0000, 81.0000, 81.0000, 63.0000, 73.0000, 48.0000, 50.0000, 58.0000, 50.0000, 37.0000, 34.0000, 26.0000, 15.0000, 20.0000, 16.0000, 11.0000, 12.0000, 11.0000,  4.0000,  5.0000,  8.0000,  4.0000,  1.0000,  1.0000,  3.0000,
---
  8.0000, 26.0000, 43.0000, 75.0000, 77.0000, 84.0000,103.0000,131.0000,125.0000,116.0000,138.0000,133.0000,142.0000,144.0000,168.0000,157.0000,145.0000,135.0000,127.0000,116.0000,112.0000,100.0000, 81.0000, 81.0000, 92.0000, 66.0000, 42.0000, 63.0000, 43.0000, 45.0000, 33.0000, 33.0000, 38.0000, 33.0000, 24.0000, 24.0000, 17.0000, 12.0000, 13.0000, 10.0000,  6.0000, 11.0000,  7.0000,  4.0000,  2.0000,  7.0000,  4.0000,  1.0000,  1.0000,  2.0000,
---
  4.0000, 10.0000, 19.0000, 41.0000, 43.0000, 42.0000, 56.0000, 61.0000, 71.0000, 60.0000, 67.0000, 65.0000, 67.0000, 65.0000, 98.0000, 84.0000, 76.0000, 64.0000, 64.0000, 50.0000, 64.0000, 47.0000, 41.0000, 34.0000, 42.0000, 32.0000, 18.0000, 36.0000, 18.0000, 17.0000, 11.0000, 19.0000, 19.0000, 21.0000, 12.0000, 13.0000,  4.0000,  8.0000,  7.0000,  6.0000,  4.0000,  6.0000,  3.0000,  2.0000,  2.0000,  4.0000,  1.0000,  1.0000,  0.0000,  1.0000,
---
  0.0023,  0.0088,  0.0139,  0.0175,  0.0244,  0.0280,  0.0312,  0.0358,  0.0380,  0.0406,  0.0417,  0.0477,  0.0437,  0.0472,  0.0395,  0.0502,  0.0419,  0.0397,  0.0427,  0.0355,  0.0317,  0.0372,  0.0294,  0.0284,  0.0236,  0.0220,  0.0209,  0.0197,  0.0166,  0.0145,  0.0153,  0.0112,  0.0105,  0.0083,  0.0077,  0.0045,  0.0053,  0.0042,  0.0036,  0.0034,  0.0023,  0.0009,  0.0020,  0.0014,  0.0003,  0.0011,  0.0006,  0.0013,  0.0003,  0.0014,
---
 13.0000, 44.0000, 65.0000, 85.0000,122.0000,131.0000,149.0000,171.0000,181.0000,179.0000,203.0000,220.0000,208.0000,224.0000,196.0000,247.0000,209.0000,200.0000,209.0000,170.0000,153.0000,181.0000,134.0000,138.0000,114.0000,101.0000,111.0000, 97.0000, 81.0000, 65.0000, 71.0000, 49.0000, 48.0000, 44.0000, 36.0000, 22.0000, 26.0000, 17.0000, 15.0000, 15.0000, 11.0000,  0.0000, 13.0000,  7.0000,  1.0000,  6.0000,  4.0000,  5.0000,  2.0000,  7.0000,
---
  9.0000, 31.0000, 45.0000, 57.0000, 79.0000, 82.0000,107.0000,104.0000,130.0000,108.0000,135.0000,142.0000,147.0000,149.0000,136.0000,159.0000,146.0000,129.0000,138.0000,119.0000,102.0000,116.0000, 81.0000, 94.0000, 78.0000, 67.0000, 75.0000, 61.0000, 64.0000, 39.0000, 42.0000, 29.0000, 32.0000, 31.0000, 27.0000, 18.0000, 21.0000, 14.0000, 10.0000, 11.0000,  7.0000,  0.0000,  8.0000,  3.0000,  1.0000,  2.0000,  3.0000,  3.0000,  2.0000,  7.0000,
---
  4.0000, 16.0000, 23.0000, 26.0000, 44.0000, 46.0000, 58.0000, 53.0000, 64.0000, 44.0000, 66.0000, 68.0000, 74.0000, 65.0000, 67.0000, 86.0000, 77.0000, 65.0000, 76.0000, 54.0000, 57.0000, 61.0000, 47.0000, 48.0000, 44.0000, 23.0000, 31.0000, 29.0000, 38.0000, 13.0000, 27.0000, 14.0000, 18.0000, 15.0000, 10.0000,  8.0000, 10.0000,  7.0000,  2.0000,  5.0000,  3.0000,  0.0000,  5.0000,  2.0000,  1.0000,  1.0000,  0.0000,  2.0000,  1.0000,  2.0000,
---
  0.0019,  0.0069,  0.0130,  0.0152,  0.0252,  0.0252,  0.0266,  0.0342,  0.0425,  0.0408,  0.0403,  0.0442,  0.0452,  0.0441,  0.0508,  0.0448,  0.0425,  0.0400,  0.0416,  0.0417,  0.0306,  0.0348,  0.0317,  0.0284,  0.0244,  0.0220,  0.0206,  0.0205,  0.0195,  0.0155,  0.0142,  0.0120,  0.0100,  0.0097,  0.0072,  0.0067,  0.0048,  0.0041,  0.0025,  0.0022,  0.0017,  0.0019,  0.0016,  0.0013,  0.0014,  0.0009,  0.0009,  0.0008,  0.0003,  0.0013,
---
 10.0000, 36.0000, 67.0000, 70.0000,120.0000,118.0000,123.0000,163.0000,211.0000,203.0000,201.0000,213.0000,215.0000,208.0000,245.0000,211.0000,207.0000,185.0000,204.0000,203.0000,142.0000,158.0000,148.0000,149.0000,112.0000,115.0000, 99.0000, 93.0000, 90.0000, 76.0000, 65.0000, 54.0000, 50.0000, 46.0000, 33.0000, 34.0000, 24.0000, 20.0000, 12.0000, 13.0000, 10.0000,  9.0000,  7.0000,  4.0000,  4.0000,  4.0000,  4.0000,  3.0000,  2.0000,  7.0000,
---
  8.0000, 27.0000, 40.0000, 51.0000, 81.0000, 79.0000, 82.0000,115.0000,143.0000,143.0000,123.0000,142.0000,132.0000,148.0000,160.0000,140.0000,137.0000,123.0000,129.0000,118.0000, 89.0000,104.0000,102.0000,109.0000, 67.0000, 86.0000, 69.0000, 66.0000, 60.0000, 50.0000, 45.0000, 37.0000, 37.0000, 31.0000, 21.0000, 18.0000, 19.0000, 16.0000,  8.0000, 11.0000,  6.0000,  5.0000,  5.0000,  3.0000,  3.0000,  3.0000,  2.0000,  2.0000,  2.0000,  3.0000,
---
  2.0000, 14.0000, 16.0000, 28.0000, 36.0000, 31.0000, 42.0000, 53.0000, 69.0000, 77.0000, 62.0000, 77.0000, 59.0000, 73.0000, 95.0000, 63.0000, 68.0000, 55.0000, 60.0000, 63.0000, 44.0000, 59.0000, 56.0000, 54.0000, 34.0000, 39.0000, 39.0000, 28.0000, 32.0000, 29.0000, 28.0000, 20.0000, 19.0000, 20.0000,  7.0000, 12.0000, 10.0000,  5.0000,  2.0000,  6.0000,  2.0000,  2.0000,  2.0000,  1.0000,  2.0000,  0.0000,  2.0000,  1.0000,  1.0000,  1.0000,
---
  0.0025,  0.0064,  0.0131,  0.0208,  0.0219,  0.0262,  0.0308,  0.0352,  0.0359,  0.0409,  0.0423,  0.0419,  0.0425,  0.0505,  0.0462,  0.0466,  0.0400,  0.0439,  0.0389,  0.0369,  0.0350,  0.0392,  0.0281,  0.0270,  0.0303,  0.0252,  0.0217,  0.0163,  0.0191,  0.0155,  0.0091,  0.0106,  0.0105,  0.0080,  0.0058,  0.0078,  0.0047,  0.0044,  0.0028,  0.0036,  0.0025,  0.0019,  0.0016,  0.0013,  0.0008,  0.0009,  0.0008,  0.0011,  0.0003,  0.0009,
---
 11.0000, 30.0000, 62.0000, 98.0000,105.0000,124.0000,152.0000,154.0000,180.0000,192.0000,206.0000,201.0000,202.0000,225.0000,229.0000,222.0000,199.0000,222.0000,195.0000,178.0000,162.0000,188.0000,129.0000,129.0000,151.0000,121.0000,107.0000, 76.0000, 93.0000, 80.0000, 45.0000, 51.0000, 53.0000, 38.0000, 24.0000, 33.0000, 21.0000, 24.0000, 15.0000, 16.0000, 10.0000,  9.0000,  8.0000,  4.0000,  5.0000,  6.0000,  4.0000,  5.0000,  2.0000,  4.0000,
---
  9.0000, 17.0000, 40.0000, 64.0000, 78.0000, 78.0000,103.0000,110.0000,127.0000,126.0000,141.0000,136.0000,135.0000,146.0000,143.0000,149.0000,139.0000,141.0000,127.0000,134.0000,104.0000,126.0000, 87.0000, 81.0000, 96.0000, 78.0000, 76.0000, 56.0000, 58.0000, 52.0000, 23.0000, 31.0000, 37.0000, 28.0000, 18.0000, 22.0000, 14.0000, 12.0000, 13.0000, 10.0000,  5.0000,  7.0000,  4.0000,  3.0000,  3.0000,  3.0000,  3.0000,  3.0000,  1.0000,  3.0000,
---
  4.0000,  8.0000, 22.0000, 25.0000, 50.0000, 40.0000, 49.0000, 52.0000, 61.0000, 73.0000, 70.0000, 72.0000, 69.0000, 77.0000, 81.0000, 70.0000, 56.0000, 72.0000, 62.0000, 65.0000, 39.0000, 59.0000, 43.0000, 43.0000, 45.0000, 41.0000, 45.0000, 32.0000, 28.0000, 32.0000, 11.0000, 19.0000, 16.0000,  8.0000, 11.0000, 12.0000,  6.0000,  6.0000,  4.0000,  5.0000,  1.0000,  4.0000,  2.0000,  2.0000,  2.0000,  2.0000,  3.0000,  0.0000,  0.0000,  1.0000,
---
  0.0013,  0.0066,  0.0095,  0.0172,  0.0198,  0.0252,  0.0281,  0.0373,  0.0398,  0.0413,  0.0378,  0.0455,  0.0500,  0.0434,  0.0455,  0.0436,  0.0413,  0.0413,  0.0428,  0.0369,  0.0378,  0.0353,  0.0336,  0.0294,  0.0303,  0.0241,  0.0225,  0.0180,  0.0172,  0.0122,  0.0119,  0.0147,  0.0100,  0.0078,  0.0089,  0.0059,  0.0052,  0.0050,  0.0031,  0.0028,  0.0014,  0.0014,  0.0016,  0.0013,  0.0009,  0.0016,  0.0008,  0.0005,  0.0002,  0.0008,
---
  6.0000, 32.0000, 44.0000, 89.0000, 94.0000,129.0000,139.0000,175.0000,197.0000,195.0000,163.0000,212.0000,223.0000,216.0000,227.0000,201.0000,201.0000,193.0000,209.0000,175.0000,195.0000,163.0000,160.0000,144.0000,143.0000,122.0000,109.0000, 84.0000, 89.0000, 55.0000, 57.0000, 74.0000, 49.0000, 42.0000, 41.0000, 29.0000, 20.0000, 27.0000, 16.0000, 13.0000,  7.0000,  3.0000, 10.0000,  7.0000,  4.0000,  8.0000,  3.0000,  2.0000,  1.0000,  3.0000,
---
  5.0000, 16.0000, 33.0000, 58.0000, 64.0000, 85.0000, 92.0000,120.0000,133.0000,134.0000,106.0000,120.0000,147.0000,135.0000,154.0000,131.0000,139.0000,130.0000,146.0000,111.0000,138.0000,114.0000,112.0000,107.0000, 98.0000, 77.0000, 74.0000, 64.0000, 57.0000, 36.0000, 35.0000, 47.0000, 29.0000, 29.0000, 29.0000, 17.0000, 13.0000, 18.0000,  7.0000,  8.0000,  4.0000,  2.0000,  6.0000,  5.0000,  3.0000,  6.0000,  2.0000,  2.0000,  1.0000,  1.0000,
---
  2.0000,  8.0000, 17.0000, 32.0000, 34.0000, 43.0000, 38.0000, 60.0000, 69.0000, 70.0000, 50.0000, 54.0000, 72.0000, 62.0000, 77.0000, 66.0000, 66.0000, 70.0000, 74.0000, 55.0000, 71.0000, 61.0000, 59.0000, 53.0000, 50.0000, 38.0000, 38.0000, 30.0000, 30.0000, 15.0000, 21.0000, 25.0000, 16.0000, 14.0000, 14.0000,  7.0000,  5.0000,  9.0000,  3.0000,  6.0000,  2.0000,  2.0000,  5.0000,  2.0000,  0.0000,  3.0000,  2.0000,  0.0000,  0.0000,  0.0000,
---
  0.0017,  0.0056,  0.0086,  0.0134,  0.0166,  0.0186,  0.0253,  0.0284,  0.0284,  0.0345,  0.0367,  0.0392,  0.0395,  0.0419,  0.0427,  0.0502,  0.0491,  0.0519,  0.0520,  0.0525,  0.0439,  0.0459,  0.0413,  0.0405,  0.0336,  0.0283,  0.0255,  0.0242,  0.0184,  0.0159,  0.0103,  0.0091,  0.0061,  0.0055,  0.0045,  0.0027,  0.0027,  0.0008,  0.0009,  0.0009,  0.0003,  0.0005,  0.0002,  0.0002,  0.0000,  0.0003,  0.0006,  0.0000,  0.0002,  0.0000,
---
  5.0000, 26.0000, 37.0000, 64.0000, 74.0000, 78.0000,109.0000,121.0000,129.0000,157.0000,171.0000,185.0000,185.0000,187.0000,198.0000,251.0000,249.0000,257.0000,254.0000,278.0000,217.0000,235.0000,204.0000,210.0000,173.0000,133.0000,131.0000,122.0000, 95.0000, 84.0000, 43.0000, 43.0000, 25.0000, 22.0000, 16.0000,  9.0000, 12.0000,  4.0000,  3.0000,  1.0000,  0.0000,  1.0000,  0.0000,  0.0000,  0.0000,  1.0000,  1.0000,  0.0000,  0.0000,  0.0000,
---
  3.0000, 16.0000, 20.0000, 34.0000, 47.0000, 47.0000, 69.0000, 68.0000, 80.0000, 94.0000,109.0000,111.0000,113.0000,126.0000,119.0000,164.0000,172.0000,185.0000,179.0000,203.0000,165.0000,176.0000,148.0000,159.0000,128.0000, 98.0000, 88.0000, 86.0000, 59.0000, 56.0000, 23.0000, 24.0000, 13.0000,  8.0000,  4.0000,  4.0000,  0.0000,  1.0000,  1.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,
---
  1.0000,  6.0000,  9.0000, 14.0000, 20.0000, 15.0000, 22.0000, 29.0000, 31.0000, 44.0000, 56.0000, 53.0000, 53.0000, 68.0000, 64.0000, 77.0000, 99.0000,101.0000,106.0000,112.0000, 89.0000,102.0000, 81.0000, 87.0000, 70.0000, 44.0000, 39.0000, 45.0000, 26.0000, 26.0000,  4.0000,  5.0000,  1.0000,  0.0000,  1.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,
---
